,No.,name,rating,location,category,startrange,endrange,price,pricerank,"ăn vặt, ăn vặt vỉa hè","đồ ăn sáng, đồ ăn sáng vỉa hè",quán cơm văn phòng,"quán cơm bình dân, cơm mang đi",đồ ăn nhanh,"cơm, phở","đồ ăn hàn quốc, nhà hàng hàn quốc","đồ ăn nhật bản, nhà hàng nhật bản",nhà hàng,pizza,nhà hàng chay,trà sữa,cafe,"bánh ngọt, bánh sinh nhật"
192,192,giảng cafe - yên phụ,7.8,quận ba đình,cafe tráng miệng,15000,33000,cheap,1,,,x,,,,,,,,,x,x,
193,193,bánh xèo nam bộ - yên phụ,4.6,quận tây hồ,ăn vặt vỉa hè,20000,50000,cheap,1,,,,,,,,,,,,,x,
194,194,veggie castle - vegan nhà hàng chay - yên ninh,8.7,quận ba đình,nhà hàng,60000,60000,cheap,1,,,,,,,,,x,,,,,
195,195,zamba food garden - yên lãng,8.4,quận đống đa,nhà hàng,300000,350000,medium,2,,,,,,,,,x,,,,,
196,196,zamba beer - yên lãng,7.7,quận đống đa,nhà hàng,50000,500000,expensive,3,,,,,,,,,x,,,,,
197,197,trâu vườn quán - yên lãng,7.0,quận đống đa,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
198,198,mì cay seoul - yên lãng,6.8,quận đống đa,nhà hàng,35000,50000,cheap,1,,x,,x,,,x,,,,,,,
199,199,master tea 美茶 - yên lãng,6.9,quận đống đa,cafe tráng miệng,26000,50000,cheap,1,,,,,,,,,,,,,x,
200,200,let's sushi - yên lãng,6.9,quận đống đa,nhà hàng,49000,89000,cheap,1,,,,,,,,x,,,,,,
201,201,dồi nướng đê trần khát chân - lãng yên,7.1,quận hai bà trưng,ăn vặt vỉa hè,7000,7000,cheap,1,x,x,,,x,,,,,,,,x,
202,202,dê + - yên lãng,7.0,quận đống đa,nhà hàng,250000,350000,medium,2,,,,,,,,,x,,,,,
203,203,chim trời - cá sông trình lưu - yên lãng,7.2,quận đống đa,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
204,204,cha go tea & caf'e - yên lãng,7.4,quận đống đa,cafe tráng miệng,30000,80000,cheap,1,,,,,,,,,,,,,x,
205,205,bánh mì v+ - yên lãng,9.0,quận đống đa,bánh ngọt,15000,40000,cheap,1,,x,,x,,,,,,,,,x,
206,206,xinshiqi - yên hòa,7.5,quận cầu giấy,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,x,x,x,
207,207,vườn xưa - bánh cuốn thịt nướng - yên hoa,7.1,quận tây hồ,nhà hàng,20000,30000,cheap,1,,x,x,,,,,,,,,,x,
208,208,tào phớ - yên hòa,7.9,quận cầu giấy,ăn vặt vỉa hè,10000,20000,cheap,1,x,x,,,x,,,,,,,,x,
209,209,lâm cafe - yên hoa,7.1,quận tây hồ,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
210,210,bún chả & nem cua bể - yên hòa,7.3,quận cầu giấy,nhà hàng,25000,50000,cheap,1,,,x,x,,x,,,x,,,,,
211,211,yakimono – nguyên hồng,7.6,quận đống đa,nhà hàng,260000,300000,medium,2,,,,,,,,x,,,,,,
212,212,yakimono – linh đàm,7.6,quận hoàng mai,nhà hàng,260000,300000,medium,2,,,,,,,,x,,,,,,
213,213,yakimono – lê trọng tấn,7.6,quận thanh xuân,nhà hàng,260000,300000,medium,2,,,,,,,,x,,,,,,
214,214,ngọc thạch quán - sữa chua & caramen - xuân đỉnh,7.1,quận bắc từ liêm,cafe tráng miệng,14000,20000,cheap,1,,,,,,,,x,,,,,x,x
215,215,bami sot - bánh mì đen - xuân đỉnh,7.1,quận bắc từ liêm,ăn vặt vỉa hè,15000,50000,cheap,1,,x,,x,,,,,,,,,x,
216,216,yummy - nhà hàng hotpot - xuân thủy,7.0,quận cầu giấy,nhà hàng,120000,130000,medium,2,,,,,,,,,x,,,,,
217,217,tiger sugar delivery - đường nâu sữa đài loan - xuân thủy,6.1,quận cầu giấy,cafe tráng miệng,29000,66000,cheap,1,,,x,,,,,,,,x,x,x,
218,218,bánh ngọt it - xuân thủy,6.5,quận cầu giấy,bánh ngọt,20000,300000,medium,2,,,,,,,,,,,,,x,
219,219,the coffee house - xuân thủy,7.8,quận cầu giấy,cafe tráng miệng,40000,100000,cheap,1,,,x,,,,,,,,,x,x,
220,220,royaltea - trà sữa hồng kông - xuân thủy,7.2,quận cầu giấy,cafe tráng miệng,30000,80000,cheap,1,,,x,,,,,,,,,x,x,
221,221,ngọc thạch quán - sữa chua & caramen - xuân thủy,7.6,quận cầu giấy,cafe tráng miệng,10000,30000,cheap,1,,,,,,,,x,,,,,x,x
222,222,nem nướng nha trang cô hơn - xuân thủy,6.6,quận cầu giấy,ăn vặt vỉa hè,25000,30000,cheap,1,x,x,,,x,,,,,,,,x,
223,223,hắt 2 ô - nem nướng nha trang - xuân thủy,6.6,quận cầu giấy,ăn vặt vỉa hè,20000,100000,cheap,1,x,x,,,x,,,,,,,,x,
224,224,gimbab hàn quốc - xuân thủy,6.6,quận cầu giấy,nhà hàng,100000,300000,medium,2,x,,,,,,x,,,,,,,
225,225,cô lê - nem nướng nha trang - xuân thủy,7.4,quận cầu giấy,nhà hàng,18000,40000,cheap,1,,,,,,,,,x,,,,,
226,226,bánh đa trộn & miến trộn - xuân thủy,8.7,quận cầu giấy,nhà hàng,20000,35000,cheap,1,,,,,,x,,,,,,,x,
227,227,bánh gạo cay & kimbap - xuân thủy,6.9,quận cầu giấy,ăn vặt vỉa hè,10000,30000,cheap,1,,,,,,,,,,,,,x,
228,228,bánh cốm nguyên ninh - xuân thủy,7.1,quận cầu giấy,bánh ngọt,20000,500000,expensive,3,,,,,,,,,,,,,x,
229,229,royaltea - xuân phương,7.2,quận nam từ liêm,cafe tráng miệng,20000,50000,cheap,1,,,,,,,,,,,,,x,
230,230,hoa béo - nem nướng ninh hòa - xuân la,7.1,quận tây hồ,nhà hàng,10000,30000,cheap,1,,,,,,,,,x,,,,,
231,231,domino's pizza - xuân la,9.8,quận bắc từ liêm,nhà hàng,50000,500000,expensive,3,,,,,,,,,,x,,,,
232,232,bánh tráng sài gòn - xuân la,7.0,quận tây hồ,ăn vặt vỉa hè,15000,50000,cheap,1,x,,,,,,,,,,,,x,
233,233,bánh mì one one - xuân la,7.2,quận tây hồ,ăn vặt vỉa hè,10000,30000,cheap,1,,x,,x,,,,,,,,,x,
234,234,valhalla grill - fast food & drink - xuân diệu,6.4,quận tây hồ,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
235,235,tous les jours - xuân diệu,7.9,quận tây hồ,bánh ngọt,15000,550000,expensive,3,,,,,,,,,,,,,x,x
236,236,the vin steak - xuân diệu,8.0,quận tây hồ,nhà hàng,300000,400000,medium,2,,,,,,,,,,,,,x,
237,237,the pizza company - xuân diệu,6.9,quận tây hồ,nhà hàng,50000,220000,medium,2,,,,,,,,,,x,,,,
238,238,shamoji robata yaki - xuân diệu,9.3,quận tây hồ,nhà hàng,50000,200000,medium,2,,,,,,,,,x,,,,,
239,239,saint honoré - ẩm thực pháp - xuân diệu,7.6,quận tây hồ,nhà hàng,100000,275000,medium,2,,,,,,,,,x,,,,,
240,240,nguyễn sơn bakery - xuân diệu,7.6,quận tây hồ,bánh ngọt,30000,220000,medium,2,,,,,,,,,,,,,x,x
241,241,nan n kabab - xuân diệu,8.0,quận tây hồ,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
242,242,hokkaido ramen & butadon oyama - xuân diệu,7.0,quận tây hồ,nhà hàng,50000,200000,medium,2,,,,,,,,x,,,,,,
243,243,hey pelo - original french tacos - xuân diệu,8.1,quận tây hồ,nhà hàng,30000,110000,medium,2,,,,,,,,,x,,,,,
244,244,flamant bistro - xuân diệu,8.0,quận tây hồ,nhà hàng,200000,700000,expensive,3,,,,,,,,,x,,,,,
245,245,burger king - xuân diệu,7.4,quận tây hồ,nhà hàng,30000,150000,medium,2,,,,,,,,,x,,,,,
246,246,baked magic - xuân diệu,7.1,quận tây hồ,bánh ngọt,30000,70000,cheap,1,,,,,,,,,,,,,x,x
247,247,al fresco’s - xuân diệu,8.0,quận tây hồ,nhà hàng,185000,395000,medium,2,,,,,,,,,x,,,,,
248,248,xôi nóng anh tùng,5.7,quận hoàn kiếm,nhà hàng,20000,30000,cheap,1,,x,,x,,,,,,,,,,
249,249,cô tuyết - xôi nem chua rán,7.1,quận thanh xuân,ăn vặt vỉa hè,10000,30000,cheap,1,,x,,x,,,,,,,,,,
250,250,bà thu - xôi gia truyền,7.0,quận hoàn kiếm,ăn vặt vỉa hè,10000,25000,cheap,1,,x,,x,,,,,,,,,,
251,251,xôi gia phát,7.0,quận đống đa,ăn vặt vỉa hè,10000,150000,medium,2,,x,,x,,,,,,,,,,
252,252,"yến chíp - xôi gà bóp, chân gà bóp xứ huế & cháo gà",9.6,quận nam từ liêm,nhà hàng,30000,130000,medium,2,,x,,x,,,,,x,,,,,
253,253,phương nhi - xôi gà & xôi sườn cay,7.3,quận đống đa,nhà hàng,30000,50000,cheap,1,,x,,x,,,,,x,,,,,
254,254,bà thảo - xôi chả cua & chả mực,6.7,quận hoàn kiếm,nhà hàng,25000,55000,cheap,1,,x,,x,,,,,x,,,,,
255,255,xôi cá rô đồng,7.2,quận đống đa,nhà hàng,22000,33000,cheap,1,,x,,x,,,,,x,,,,,
256,256,"quán 152 - xôi, dừa dầm & bánh mì que hải phòng",6.4,quận hai bà trưng,nhà hàng,15000,40000,cheap,1,,x,,x,,,,,,,,,x,
257,257,x-men karaoke restaurant,7.0,quận đống đa,nhà hàng,100000,220000,medium,2,,,,,,,,,x,,,,,
258,258,ken food - xiên que chiên & mì trộn indomie online,9.1,quận ba đình,delivery,3000,40000,cheap,1,x,x,,x,x,,,,,,,,,
259,259,xiaoban soya singapore,7.3,quận cầu giấy,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,x,x,x,
260,260,trà sữa leetee - xã đàn,7.4,quận đống đa,cafe tráng miệng,20000,55000,cheap,1,,,x,,,,,,,,,x,x,
261,261,tiramisu & bông lan trứng muối - xã đàn,7.9,quận đống đa,bánh ngọt,30000,70000,cheap,1,,,,,,,,,,,,,,x
262,262,sữa chua ông già tóc bạc - xã đàn,6.0,quận đống đa,ăn vặt vỉa hè,15000,18000,cheap,1,,,,,,,,,,,,,x,x
263,263,"one piece - nhà hàng, bbq & thai hotpot - xã đàn",7.2,quận đống đa,nhà hàng,100000,250000,medium,2,,,,,,,,,x,,,,,
264,264,one piece - xã đàn,7.6,quận đống đa,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
265,265,nguyễn sơn bakery - xã đàn,7.0,quận đống đa,bánh ngọt,30000,220000,medium,2,,,,,,,,,,,,,x,x
266,266,mokchang chicken - shop online - xã đàn,7.9,quận đống đa,delivery,50000,250000,medium,2,,,,,,,,,,,,,,
267,267,lẩu thái đế vương - food house - xã đàn,6.6,quận đống đa,nhà hàng,50000,229000,medium,2,,,,,,,,,x,,,,,
268,268,lau cafe - xã đàn,7.9,quận đống đa,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
269,269,hẻm quán - xã đàn,7.4,quận đống đa,nhà hàng,40000,150000,medium,2,,,,,,,,,x,,,,,
270,270,hadu.sushi - xã đàn,7.2,quận đống đa,nhà hàng,250000,350000,medium,2,,,,,,,,x,,,,,,
271,271,goofoo gelato - xã đàn,7.0,quận đống đa,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,x,x,x,
272,272,"funny monkey - chè, trà chanh & mẹt ăn vặt - xã đàn",6.5,quận đống đa,cafe tráng miệng,10000,50000,cheap,1,x,x,x,,x,,,,,,,,x,
273,273,food house - xã đàn,8.0,quận đống đa,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
274,274,cube beefsteak & drinks - xã đàn,7.0,quận đống đa,nhà hàng,100000,150000,medium,2,,,,,,,,,,,,,x,
275,275,cơm 123 - xã đàn,6.4,quận đống đa,nhà hàng,60000,100000,cheap,1,,x,x,x,,,,,x,,,,,
276,276,chè bát phố cổ - xã đàn,5.7,quận đống đa,nhà hàng,15000,33000,cheap,1,,,,,,,,,x,,,,,
277,277,"chè bát, trà chanh - xã đàn",7.0,quận đống đa,ăn vặt vỉa hè,15000,30000,cheap,1,,,x,,,,,,,,,,x,
278,278,chai talay - xã đàn,7.0,quận đống đa,nhà hàng,120000,150000,medium,2,,,,,,,,,x,,,,,
279,279,bún sườn chua - xã đàn,6.5,quận đống đa,nhà hàng,25000,50000,cheap,1,,,x,x,,x,,,,,,,,
280,280,nhà hàng chay hương thiền - xã đàn,7.4,quận đống đa,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
281,281,bánh su kem singapore chewy junior - xã đàn,7.2,quận đống đa,bánh ngọt,15000,250000,medium,2,,,,,,,,,,,,,x,x
282,282,bánh ngọt vinh tẩm - xã đàn,7.6,quận đống đa,bánh ngọt,50000,400000,medium,2,,,,,,,,,,,,,x,x
283,283,ba ba sơn đông - xã đàn,7.8,quận đống đa,nhà hàng,350000,500000,expensive,3,,,,,,,,,x,,,,,
284,284,vui studio - working space,7.6,quận hoàn kiếm,cafe tráng miệng,20000,100000,cheap,1,,,x,,,,,,,,x,x,x,
285,285,woodpecker coffee,7.3,quận ba đình,cafe tráng miệng,23000,42000,cheap,1,,,x,,,,,,,,,x,x,
286,286,nhà gỗ - wooden house coffee,8.1,quận hà đông,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
287,287,paris baguette - west lake,7.4,quận tây hồ,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,x,x,x,
288,288,gogi house - nướng hàn quốc - water mark,7.6,quận tây hồ,nhà hàng,270000,500000,expensive,3,x,,,,,,,,,,,,,
289,289,wang wang – tô hiệu,7.0,quận cầu giấy,nhà hàng,115000,190000,medium,2,,,,,,,,,x,,,,,
290,290,wang wang – quán thịt nướng hàn quốc – kđt văn quán,7.6,quận hà đông,nhà hàng,115000,190000,medium,2,x,,,,,,,,,,,,,
291,291,wa japanese cuisine – trần phú,8.0,quận ba đình,nhà hàng,400000,500000,expensive,3,,,,,,,,,x,,,,,
292,292,wa japanese cuisine,7.8,quận ba đình,nhà hàng,100000,275000,medium,2,,,,,,,,,x,,,,,
293,293,king dakgalbi - gà xào phô mai - vũ trọng phụng,7.2,quận thanh xuân,nhà hàng,50000,100000,cheap,1,,,,,,,,,x,,,,,
294,294,it cream & bakery - vũ trọng phụng,6.3,quận thanh xuân,cafe tráng miệng,20000,300000,medium,2,,,x,,,,,,,,x,x,x,
295,295,cơm thố - vũ trọng phụng,7.1,quận thanh xuân,nhà hàng,12000,130000,medium,2,,x,x,x,,,,,x,,,,,
296,296,bún hải sản 2s - vũ trọng phụng,5.7,quận thanh xuân,nhà hàng,35000,50000,cheap,1,,,x,x,,x,,,,,,,,
297,297,bánh mì phố - vũ trọng phụng,3.8,quận thanh xuân,ăn vặt vỉa hè,25000,50000,cheap,1,,x,,x,,,,,,,,,x,
298,298,bami sot - bánh mì đen - vũ trọng phụng,8.4,quận thanh xuân,ăn vặt vỉa hè,15000,30000,cheap,1,,x,,x,,,,,,,,,x,
299,299,bếp trang restaurant - vũ trọng khánh,7.6,quận hà đông,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
300,300,royaltea - vũ tông phan,7.2,quận thanh xuân,cafe tráng miệng,30000,60000,cheap,1,,,,,,,,,,,,,x,
301,301,nhà hàng gimbab - bibimbab - vũ tông phan,6.9,quận thanh xuân,nhà hàng,100000,200000,medium,2,,,,,,,x,,,,,,,
302,302,sữa chua trân châu italia - vũ phạm hàm,9.5,quận cầu giấy,cafe tráng miệng,20000,50000,cheap,1,,,,,,,,,,,,x,x,x
303,303,phở cuốn hương mai - vũ phạm hàm,7.1,quận cầu giấy,nhà hàng,30000,100000,cheap,1,,,,,,x,,,,,,,,
304,304,paris gâteaux - vũ phạm hàm,7.7,quận cầu giấy,bánh ngọt,50000,300000,medium,2,,,,,,,,,,,,,x,
305,305,lẩu nấm gia khánh - vũ phạm hàm,8.0,quận cầu giấy,nhà hàng,180000,210000,medium,2,,,,,,,,,x,,,,,
306,306,duck plus - cơm vịt triều châu - vũ phạm hàm,8.0,quận cầu giấy,nhà hàng,150000,200000,medium,2,,x,x,x,,,,,x,,,,,
307,307,don chicken - chicken & pub - vũ phạm hàm,7.7,quận cầu giấy,nhà hàng,50000,300000,medium,2,,,,,,,,,x,,,,,
308,308,don chicken - vũ phạm hàm,7.4,quận cầu giấy,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
309,309,bánh tráng thịt heo phú cường - vũ phạm hàm,7.6,quận cầu giấy,nhà hàng,150000,250000,medium,2,x,,,,,,,,,,,,x,
310,310,ancombo - cơm bò gyudon - vũ phạm hàm,7.2,quận cầu giấy,nhà hàng,55000,95000,cheap,1,,x,x,x,,,,,x,x,,,,
311,311,aha cafe - vũ phạm hàm,7.9,quận cầu giấy,cafe tráng miệng,25000,45000,cheap,1,,,x,,,,,,,,,x,x,
312,312,668 bbq & hotpot - vũ phạm hàm,8.4,quận cầu giấy,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
313,313,phúc long coffee & tea - vườn đào hà nội,7.1,quận tây hồ,cafe tráng miệng,32000,139000,medium,2,,,x,,,,,,,,,x,x,
314,314,vườn phố cổ cafe,7.1,quận hoàn kiếm,cafe tráng miệng,20000,55000,cheap,1,,,x,,,,,,,,,x,x,
315,315,harchi - vườn nướng không khói,7.5,quận nam từ liêm,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
316,316,kombo - cơm niêu singapore - vương thừa vũ,5.3,quận thanh xuân,nhà hàng,20000,110000,medium,2,,x,x,x,,,,,x,,,,,
317,317,thai deli - nhà hàng lẩu thái - vũ ngọc phan,7.8,quận đống đa,nhà hàng,120000,160000,medium,2,,,,,,,,,x,,,,,
318,318,legend beer - vũ ngọc phan,7.2,quận đống đa,nhà hàng,300000,350000,medium,2,,,,,,,,,x,,,,,
319,319,chè nhà làm c6 - chè & caramen - vũ ngọc phan,7.3,quận đống đa,ăn vặt vỉa hè,15000,50000,cheap,1,,,,,,,,x,,,,,,
320,320,bún phở bò gà - vũ ngọc phan,7.4,quận đống đa,nhà hàng,20000,25000,cheap,1,,,x,x,,x,,,x,,,,,
321,321,bụi sườn - vũ ngọc phan,8.4,quận đống đa,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
322,322,bánh mì b+ - vũ ngọc phan,7.1,quận đống đa,nhà hàng,10000,25000,cheap,1,,x,,x,,,,,,,,,x,
323,323,bánh cuốn nóng & bún cá - vũ ngọc phan,7.2,quận đống đa,nhà hàng,20000,30000,cheap,1,,x,x,x,,x,,,x,,,,x,
324,324,xin chào thanh xuân - cơm hộp & kimbap hàn quốc - vũ hữu,8.3,quận nam từ liêm,nhà hàng,50000,100000,cheap,1,x,x,x,x,,,,,x,,,,,
325,325,le castella hà nội - taste of taiwan - vũ hữu,6.9,quận nam từ liêm,bánh ngọt,119000,149000,medium,2,,,,,,,,,,,,,x,x
326,326,cơm tấm phương anh - vũ hữu,5.9,quận thanh xuân,nhà hàng,40000,55000,cheap,1,,x,x,x,,,,,x,,,,,
327,327,bánh mì minh nhật - vũ hữu,6.2,quận thanh xuân,nhà hàng,20000,35000,cheap,1,,x,,x,,,,,,,,,x,
328,328,vua lẩu nấm thiên nhiên – king mushroom – hà đông,7.6,quận hà đông,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
329,329,vựa hải sản biển đông,7.8,quận hoàn kiếm,nhà hàng,200000,500000,expensive,3,,,,,,,,,x,,,,,
330,330,highlands coffee - vtv outside,7.8,quận đống đa,cafe tráng miệng,9000,65000,cheap,1,,,x,,,,,,,,,x,x,
331,331,linh chi bánh đa & miến trộn - võ văn dũng,7.1,quận đống đa,nhà hàng,10000,25000,cheap,1,,,,,,x,,,,,,,x,
332,332,bốt cà phê - võ văn dũng,8.2,quận đống đa,cafe tráng miệng,20000,30000,cheap,1,,,x,,,,,,,,,,x,
333,333,mập còi quán - võ thị sáu,6.1,quận hai bà trưng,ăn vặt vỉa hè,50000,100000,cheap,1,x,x,,,x,,,,,,,,x,
334,334,aha cafe - võ thị sáu,7.6,quận hai bà trưng,cafe tráng miệng,25000,45000,cheap,1,,,x,,,,,,,,,x,x,
335,335,xôi mây - vọng đức,8.3,quận hoàn kiếm,ăn vặt vỉa hè,10000,15000,cheap,1,,x,,x,,,,,,,,,,
336,336,lẩu sauna cường thịnh - võ chí công,7.4,quận tây hồ,nhà hàng,125000,350000,medium,2,,,,,,,,,x,,,,,
337,337,hải sản 5 cua - cua biển cà mau - võ chí công,7.1,quận tây hồ,nhà hàng,50000,500000,expensive,3,,,,,,,,,x,,,,,
338,338,cháo 37 - võ chí công,7.1,quận cầu giấy,nhà hàng,20000,50000,cheap,1,,,,,,,,,x,,,,,
339,339,an nam cháo - võ chí công,7.2,quận tây hồ,nhà hàng,30000,50000,cheap,1,,,,,,,,,x,,,,,
340,340,gà rán kfc - nguyễn thái học - vmq,7.5,quận ba đình,nhà hàng,50000,110000,medium,2,,,,,x,,,,x,,,,,
341,341,jacky - vịt quay bắc kinh,6.8,quận đống đa,nhà hàng,25000,150000,medium,2,,,,,,,,,x,,,,,
342,342,vị quảng – trần hưng đạo,7.0,quận hoàn kiếm,nhà hàng,150000,180000,medium,2,,,,,,,,,x,,,,,
343,343,vị quảng – tràng tiền,7.0,quận hoàn kiếm,nhà hàng,150000,180000,medium,2,,,x,,,,,,,,,,x,
344,344,vị quảng – nguyễn chí thanh,7.0,quận đống đa,nhà hàng,150000,180000,medium,2,,,,,,,,,x,,,,,
345,345,vintage 1976 cafe,7.6,quận hai bà trưng,cafe tráng miệng,25000,150000,medium,2,,,x,,,,,,,,,x,x,
346,346,trà sữa mixue - vĩnh tuy,7.2,quận hai bà trưng,cafe tráng miệng,10000,30000,cheap,1,,,x,,,,,,,,,x,x,
347,347,chè bát phố cổ - vĩnh tuy,9.5,quận hai bà trưng,ăn vặt vỉa hè,15000,50000,cheap,1,x,x,,,x,,,,,,,,x,
348,348,hải sản biển đông - vinhomes riverside the harmony long biên,8.0,quận long biên,nhà hàng,250000,400000,medium,2,,,,,,,,,x,,,,,
349,349,softwater - vinhomes riverside long biên,8.4,quận long biên,nhà hàng,250000,500000,expensive,3,,,,,,,,,x,,,,,
350,350,hải sản biển đông - vinhomes riverside,7.1,quận long biên,nhà hàng,50000,550000,expensive,3,,,,,,,,,x,,,,,
351,351,chân mây - vinhomes riverside 2 long biên,8.0,quận long biên,nhà hàng,120000,300000,medium,2,,,,,,,,,x,,,,,
352,352,h3q pizza miki - vinhomes metropolis,7.4,quận ba đình,nhà hàng,50000,100000,cheap,1,,,,,,,,,,x,,,,
353,353,meat plus - no.1 korea bbq - vinhomes hàm nghi,9.3,quận nam từ liêm,nhà hàng,300000,1080000,extravagant,4,,,,,,,,,x,,,,,
354,354,meat plus 4+4 - vinhomes gardenia,7.6,quận nam từ liêm,nhà hàng,250000,300000,medium,2,,,,,,,,,x,,,,,
355,355,paris gâteaux - vinhomes gardenia hàm nghi,6.6,quận nam từ liêm,bánh ngọt,50000,400000,medium,2,,,,,,,,,,,,,x,
356,356,lẩu hấp fresh - vinhomes gardenia hàm nghi,7.4,quận nam từ liêm,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
357,357,breadtalk - vinhomes gardenia,7.7,quận nam từ liêm,bánh ngọt,50000,150000,medium,2,,,,,,,,,,,,,x,x
358,358,trà sữa pozaa tea - vĩnh hưng,5.9,quận hai bà trưng,cafe tráng miệng,10000,50000,cheap,1,,,x,,,,,,,,,x,x,
359,359,tiger sugar delivery - đường nâu sữa đài loan - vĩnh hưng,6.5,quận hoàng mai,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,x,x,x,
360,360,đặc sản chè - vĩnh hồ,6.9,quận đống đa,nhà hàng,20000,55000,cheap,1,,,,,,,,,x,,,,,
361,361,tào phớ nè - vĩnh hồ,7.2,quận đống đa,nhà hàng,15000,30000,cheap,1,,,,,,,,,x,,,,,
362,362,phủi cafe - vĩnh hồ,7.0,quận đống đa,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
363,363,yakimono - nướng nhật bản - vincom trần duy hưng,5.0,quận cầu giấy,nhà hàng,98000,238000,medium,2,,,,,,,,x,,,,,,
364,364,yakimono - vincom trần duy hưng,7.6,quận cầu giấy,nhà hàng,260000,300000,medium,2,,,,,,,,x,,,,,,
365,365,vietstreet - vincom trần duy hưng,7.6,quận cầu giấy,nhà hàng,120000,180000,medium,2,,,,,,,,,x,,,,,
366,366,the pizza company - vincom trần duy hưng,6.7,quận cầu giấy,nhà hàng,36000,449000,expensive,3,,,,,,,,,,x,,,,
367,367,san fu lou - ẩm thực quảng đông - vincom trần duy hưng,1.0,quận cầu giấy,nhà hàng,45000,250000,medium,2,,,,,,,,,x,,,,,
368,368,phúc long coffee & tea - vincom trần duy hưng,6.7,quận cầu giấy,cafe tráng miệng,30000,70000,cheap,1,,,x,,,,,,,,,x,x,
